Dec 11th,Waterfront,ZZ TOPPD ‘The UK’s No.1 Tribute To ZZ Top’
Dec 12th,Brickmakers,Rattlesnakes - Regional One - Chaos Principal
Dec 12th,Brickmakers,Skatopia
Dec 12th,Hangar,Bank Holiday 'Fiesta' w The Cuban Brothers - Sunday 30th August
Dec 12th,Waterfront,Sham 69 ‘50th Anniversary’
Dec 12th,LCR,Belle & Sebastian
Dec 13th,Holloway,Holloway Xmas Zine Fayre
Dec 13th,Brickmakers,Sing it your way KARAOKE
Dec 14th,Epic,The Unthanks In Winter
Dec 14th,Arts Centre,The Unthanks In Winter at EPIC Studios
Dec 16th,Brickmakers,The Psychedelic Circus
Dec 17th,Epic,Massaoke Christmas!
Dec 17th,Arts Centre,Tone presents Jordan Smart
Dec 18th,Epic,"Too Much Too Young - A Night of 2 Tone, Ska and Beyond"
Dec 18th,Voodoos,"Pilot the dune + Master charger, Erronaut"
Dec 18th,Brickmakers,Bubounce at B2
Dec 18th,Brickmakers,Counterfeit Brits
Dec 18th,The Halls,A Country Night in Nashville
Dec 18th,Revolucion de Cuba,Tuto Tribe!
Dec 18th,Arts Centre,The Anna Mudeka Band
Dec 18th,Waterfront,The 9075 – The World’s First Tribute To The 1975
Dec 18th,Waterfront,The 900 – Tony Hawk’s Pro Skater Cover Band
Dec 19th,Brickmakers,Xmas Rox Off
Dec 19th,Waterfront,PleasureInc.
Dec 24th,Brickmakers,BEAUTIFUL DANGEROUS – Christmas Eve @ The Brickmakers
Dec 24th,Brickmakers,Beautiful Dangerous
Dec 27th,Brickmakers,"Tba, Uridium, Bloodshot, Atarka, Goat Monsoon, Psy"
Dec 28th,Brickmakers,Ska Souls
Dec 31st,Brickmakers,New Years Eve W/ Wiggy Stardust and the Ciders From Jars
Dec 31st,Arts Centre,Channel One Sound System
Jan 3rd,LCR,The Gig List Book – The Waterfront
Jan 14th,Arts Centre,The Pink Stones
Jan 16th,Waterfront,R.E.M By Stipe – The Definitive Tribute
Jan 21st,Voodoos,PERRL Presents: CHUCK RAGAN Plus Special Guests
Jan 22nd,LCR,Alestorm
Jan 25th,Holloway,(IVW) Seamus Fogarty
Jan 28th,LCR,Fat Dog
Jan 29th,Brickmakers,Chemistry - A Tribute to Rush
Jan 30th,Holloway,(IVW) MPTL Microplastics + supports
Jan 30th,Epic,The Anglia Comedy Allstars - January 2027
Jan 30th,Arts Centre,Pigeon
Jan 30th,Waterfront,Simulation Muse + Sucker Love
Jan 30th,Waterfront,Noasis
Feb 2nd,Epic,"Tangerine Dream: ""Level"" Tour 2027"
Feb 3rd,LCR,Black Stone Cherry
Feb 4th,Epic,Robben Ford
Feb 6th,Waterfront,Bywater Call
Feb 7th,Waterfront,Admt
Feb 12th,Maddermarket,Forever Clapton - Unplugged
Feb 13th,Epic,Sophie McCartney - Back in the Day Rave
Feb 13th,Maddermarket,Women In Rock
Feb 13th,Waterfront,The Karma Effect
Feb 13th,Waterfront,The Devout
Feb 14th,Holloway,Old Saw (Henry Birdsey) + supports
Feb 14th,Voodoos,Big Truck
Feb 16th,Arts Centre,Hayden Thorpe performs the songs of Wild Beasts
Feb 17th,LCR,Basement
Feb 18th,Epic,Maisie Adam: Whatsherface
Feb 18th,Arts Centre,The Bones of J.R. Jones
Feb 18th,Waterfront,As Everything Unfolds
Feb 19th,Waterfront,Beux Gris Gris & The Apocalypse
Feb 19th,LCR,South Arcade
Feb 20th,Epic,Absolute Bowie
Feb 21st,Waterfront,Ben Poole
Feb 22nd,Waterfront,Scarlet Rebels
Feb 23rd,Arts Centre,Joan As Police Woman
Feb 23rd,Waterfront,Florence Black
Feb 26th,Epic,The Rasmus + Support
Feb 27th,Epic,Rob Lamberti presents Perfectly George
Feb 27th,Waterfront,The Doors Alive
Mar 2nd,Waterfront,Mad Caddies
Mar 5th,Waterfront,The Blockheads
Mar 7th,Waterfront,Nouvelle Vague
Mar 10th,Epic,An Evening with Nik Kershaw: Musings and Lyrics
Mar 10th,Arts Centre,Round Midnight presents Matt Carmichael
Mar 11th,Waterfront,The View
Mar 11th,LCR,The Fratellis
Mar 13th,Arts Centre,The Howlers
Mar 13th,Waterfront,Laurence Jones
Mar 13th,Waterfront,Just Radiohead
Mar 17th,Waterfront,Sofy
Mar 18th,Epic,UK Pink Floyd Experience
Mar 20th,Waterfront,The Specials Ltd
Mar 20th,LCR,Indiepalooza Festival
Mar 21st,Waterfront,Henge
Mar 24th,Epic,Rachel Parris: The Rachel Parris Songbook
Apr 1st,Waterfront,The Lilacs
Apr 6th,Arts Centre,Jazz Sabbath
Apr 9th,Brickmakers,Motorheadache
Apr 9th,Waterfront,Martin Stephenson & The Daintees
Apr 12th,LCR,Gabrielle
Apr 15th,Waterfront,UK Subs
Apr 16th,Maddermarket,"Voodoo Room: A Night of Hendrix, Clapton and Cream"
Apr 16th,Arts Centre,The Cain Pit
Apr 17th,Maddermarket,The UK Bee Gees
Apr 24th,Arts Centre,Ibibio Sound Machine
Apr 24th,Waterfront,Downloaded
Apr 30th,Waterfront,Extc
May 1st,Epic,The Makings of a Murderer - Double Jeopardy
May 7th,Arts Centre,Warrington Runcorn New Town Development Plan
May 15th,Epic,The Eminem Experience - May 2027
May 16th,Epic,Lindisfarne
May 20th,Epic,Thomas Green
May 21st,Epic,The Tumbling Paddies
May 21st,Brickmakers,Mosh Spice
May 27th,Epic,Ed Byrne: No Dramas
May 28th,Epic,Tom Meighan - The Original Voice of Kasabian
May 29th,Waterfront,The Smyths
Jun 11th,Epic,The Beat ft Ranking Jr
Jun 12th,Epic,Man In The Mirror – A Tribute To Michael Jackson - 2027
Jun 25th,Epic,"John Lydon - I Could Be Wrong, I Could Be Right"
Jul 10th,Maddermarket,The Ultimate Commitments and Blues Brothers
Jul 23rd,Arts Centre,Bootleg Blondie
Sep 19th,Maddermarket,Legends of Motown
